,overall,value_eur,age,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
3262,72,750000.0,33,3,1,69.0,54.0,58.0,64.0,56.0,10,8,25,39,9,15,14,17,35,17,32,48,30,70,28,50,67,37,82,19,40,30,6,48,23,53,20,15,16,73,71,66,70,74
3263,72,2200000.0,28,3,2,53.0,29.0,49.0,52.0,73.0,29,28,73,66,20,40,38,22,57,62,55,51,55,72,63,35,76,52,76,28,68,73,32,44,31,55,73,74,72,12,8,16,16,11
3264,72,3100000.0,26,4,3,85.0,73.0,65.0,75.0,33.0,65,72,64,69,73,74,68,67,57,72,89,81,90,75,85,76,71,80,46,72,73,31,72,64,65,69,25,33,31,13,8,16,10,8
3265,72,1600000.0,31,3,2,57.0,32.0,57.0,55.0,73.0,49,25,73,67,30,44,45,33,64,67,60,54,54,70,57,52,72,68,77,24,72,71,29,51,55,74,75,73,72,6,11,10,12,12
3266,72,2200000.0,30,3,3,63.0,68.0,74.0,74.0,66.0,70,64,63,75,60,74,80,75,76,75,66,61,74,65,71,74,66,76,62,74,59,68,66,73,71,73,67,66,58,14,10,15,13,6
3267,72,2700000.0,27,5,3,64.0,67.0,67.0,69.0,70.0,52,69,63,73,48,67,71,54,72,72,65,64,68,72,58,72,58,80,66,66,78,73,71,70,46,71,69,71,70,14,6,6,9,8
3268,72,2200000.0,30,4,4,74.0,61.0,71.0,76.0,67.0,71,51,54,73,68,74,66,68,70,73,79,70,89,74,81,73,84,87,64,66,76,72,70,72,60,74,64,70,68,7,8,9,9,8
3269,72,2700000.0,27,4,3,67.0,71.0,68.0,73.0,50.0,61,73,77,68,59,71,66,63,69,74,69,66,73,74,74,70,83,69,67,72,60,36,76,75,68,74,49,54,45,15,13,7,14,12
3270,72,2200000.0,28,3,2,71.0,48.0,54.0,64.0,71.0,52,38,74,66,24,61,25,18,60,64,70,72,67,70,67,66,84,74,79,57,70,72,46,48,53,72,69,71,73,8,8,9,7,7
3271,72,2000000.0,29,2,3,77.0,63.0,67.0,72.0,69.0,60,58,62,73,53,72,60,54,67,69,78,76,77,72,79,75,81,89,71,63,72,69,69,69,60,68,65,75,70,11,5,10,6,7
3272,72,2300000.0,28,5,4,71.0,64.0,72.0,75.0,62.0,68,64,55,79,60,75,70,54,69,76,69,72,75,74,72,73,59,78,76,57,56,61,68,72,58,75,62,64,60,6,14,13,7,9
3273,72,2400000.0,28,3,3,92.0,66.0,63.0,74.0,30.0,66,65,60,65,65,74,60,48,57,69,93,92,87,69,86,69,74,79,50,66,31,24,68,65,66,65,28,28,24,7,12,13,15,14
3274,72,2300000.0,29,4,3,64.0,70.0,75.0,75.0,41.0,76,66,52,78,68,75,76,76,72,77,62,66,74,66,69,74,54,52,62,74,58,40,71,71,70,70,50,34,26,9,13,10,11,8
3275,72,2400000.0,28,3,3,74.0,71.0,71.0,73.0,55.0,69,72,43,72,57,70,73,66,68,75,75,74,79,68,83,70,58,78,66,72,52,60,74,73,77,80,53,59,49,13,8,11,16,10
3276,72,2400000.0,28,3,3,72.0,68.0,67.0,75.0,39.0,71,68,45,71,60,77,69,68,44,73,77,67,76,73,75,75,67,75,67,62,63,39,70,71,62,67,43,36,33,7,6,13,6,8
3277,72,1600000.0,31,3,3,60.0,58.0,67.0,67.0,66.0,61,53,55,71,49,64,64,53,68,70,64,57,71,70,71,70,75,83,78,63,83,69,60,67,45,67,68,66,67,9,13,13,16,12
3278,72,2300000.0,28,3,3,68.0,67.0,70.0,72.0,75.0,66,55,68,74,74,73,64,64,72,74,68,68,70,68,65,78,65,70,75,77,86,74,73,68,68,73,76,77,76,15,10,5,14,11
3279,72,2300000.0,27,3,3,73.0,63.0,66.0,70.0,70.0,72,48,50,71,68,69,76,80,72,70,73,73,73,67,73,85,70,67,64,81,85,65,41,41,46,68,73,74,74,11,7,15,10,14
3280,72,1600000.0,30,3,1,69.0,54.0,58.0,64.0,56.0,12,13,13,27,11,17,13,16,20,18,49,46,48,69,43,48,67,31,76,15,41,20,11,10,20,52,12,10,10,72,68,64,72,74
3281,72,1900000.0,31,3,4,89.0,68.0,64.0,72.0,57.0,64,70,62,66,61,72,67,57,56,67,89,89,89,65,71,65,73,78,63,68,70,55,74,66,67,72,54,58,57,7,11,15,7,12
3282,72,800000.0,34,3,3,49.0,54.0,72.0,72.0,66.0,59,49,37,74,31,70,72,74,73,71,47,50,78,76,86,65,85,74,68,58,68,68,62,80,50,75,68,73,63,12,15,13,8,11
3283,72,2400000.0,28,3,3,82.0,72.0,71.0,71.0,38.0,70,73,37,71,66,72,75,78,68,70,83,81,77,64,65,71,59,71,78,70,73,57,70,73,73,65,53,20,12,15,7,12,10,15
3284,72,2100000.0,28,3,3,71.0,46.0,65.0,68.0,69.0,72,44,57,67,41,68,69,61,57,68,68,73,69,69,73,47,70,76,69,47,56,67,60,62,52,62,70,74,68,8,10,8,4,8
3285,72,2200000.0,30,4,3,65.0,69.0,73.0,75.0,60.0,69,66,51,77,66,73,79,70,71,78,68,63,80,74,80,73,42,64,55,70,73,66,68,69,74,69,55,66,53,11,6,8,13,14
3286,72,1100000.0,34,3,3,71.0,73.0,61.0,72.0,24.0,51,76,73,67,71,70,51,55,57,72,69,73,82,64,75,71,84,67,75,67,55,18,73,66,70,72,18,20,21,14,14,7,15,12
3287,72,2500000.0,27,3,3,77.0,61.0,66.0,72.0,69.0,63,54,58,71,47,73,56,57,68,70,78,77,74,68,78,75,74,72,62,71,70,61,64,63,41,62,70,75,72,9,9,9,15,14
3288,72,1800000.0,30,3,1,69.0,54.0,58.0,64.0,56.0,20,18,15,38,13,19,29,8,34,31,47,38,31,67,33,50,73,31,74,16,39,19,11,41,30,54,10,15,13,71,70,67,71,76
3289,72,2300000.0,28,3,3,58.0,47.0,64.0,67.0,71.0,57,35,58,73,56,65,56,49,68,67,65,53,69,65,69,58,79,76,68,58,77,75,49,59,55,73,74,70,70,15,13,11,13,6
3290,72,3200000.0,24,5,4,78.0,63.0,69.0,79.0,24.0,72,63,39,72,52,80,69,58,67,78,83,74,88,62,81,70,31,45,35,61,32,21,67,67,55,66,24,20,22,6,6,7,8,9
3291,72,1600000.0,29,4,1,69.0,54.0,58.0,64.0,56.0,12,8,15,28,12,12,12,14,17,20,49,42,41,67,39,46,66,36,61,10,38,12,10,22,17,33,10,15,14,74,69,61,71,74
3292,72,2200000.0,30,3,3,63.0,65.0,73.0,73.0,56.0,69,67,49,76,49,74,65,71,72,75,68,58,70,70,64,58,57,70,58,71,45,60,74,76,60,76,59,59,41,8,11,14,6,8
3293,72,2000000.0,30,3,3,82.0,60.0,66.0,74.0,65.0,72,50,48,69,47,73,59,43,66,72,82,82,85,70,89,75,77,73,31,69,62,69,68,64,53,64,67,65,66,13,12,16,7,16
3294,72,2400000.0,28,3,2,32.0,45.0,53.0,46.0,74.0,46,36,76,64,42,38,39,54,61,56,33,31,40,71,34,71,44,47,92,43,74,71,34,40,52,63,76,73,72,12,14,6,15,11
3295,72,2000000.0,28,2,1,69.0,54.0,58.0,64.0,56.0,10,10,13,34,10,11,12,11,29,22,48,42,35,67,39,47,54,21,71,11,35,23,11,35,18,58,9,11,11,74,71,63,68,75
3296,72,2300000.0,28,4,3,53.0,69.0,75.0,72.0,64.0,62,68,48,78,42,70,78,81,75,75,55,52,69,74,72,70,67,34,58,75,57,66,69,78,69,69,59,72,62,7,13,8,11,7
3297,72,2400000.0,28,3,4,80.0,67.0,68.0,74.0,62.0,71,66,56,69,51,76,80,75,65,70,80,80,82,70,72,74,66,76,40,68,65,67,67,61,58,75,70,53,57,7,12,13,12,8
3298,72,1900000.0,31,1,3,64.0,66.0,75.0,73.0,66.0,77,65,53,75,59,72,70,69,74,69,67,62,84,73,76,75,83,83,70,59,81,69,69,77,70,74,72,63,66,7,8,16,11,7
3299,72,1400000.0,33,2,4,64.0,67.0,77.0,80.0,55.0,75,59,58,80,69,79,85,77,74,81,68,60,83,69,85,82,56,63,70,70,59,54,64,72,59,76,47,61,55,5,11,11,14,10
3300,72,1900000.0,31,3,3,76.0,60.0,71.0,72.0,61.0,65,57,53,75,54,69,66,58,71,73,76,76,81,73,80,71,64,92,71,55,79,73,64,73,58,75,43,70,69,10,7,6,6,12
3301,72,2600000.0,26,3,4,83.0,68.0,67.0,75.0,34.0,70,66,55,66,50,76,67,70,61,75,84,83,84,67,71,76,69,63,50,67,55,39,68,68,70,67,35,26,25,6,7,13,10,7
3302,72,2000000.0,31,5,3,76.0,72.0,69.0,71.0,38.0,68,72,66,71,72,73,58,60,73,74,73,78,63,68,61,74,65,76,80,67,64,53,74,68,75,69,36,26,23,14,8,13,10,7
3303,72,1500000.0,33,3,4,85.0,68.0,72.0,75.0,37.0,73,70,32,73,46,74,78,74,72,72,87,84,89,67,90,67,71,36,34,71,67,28,68,66,71,65,59,23,36,6,11,7,7,15
3304,72,1500000.0,32,2,2,41.0,30.0,54.0,53.0,72.0,44,25,78,63,27,51,43,32,61,62,45,38,33,68,36,43,82,86,85,26,73,68,34,51,46,63,73,71,72,16,13,15,15,9
3305,72,1900000.0,31,3,3,76.0,70.0,70.0,71.0,36.0,74,67,48,69,67,72,68,69,64,70,77,76,75,67,70,75,59,70,58,76,53,32,71,73,59,74,35,38,31,11,14,13,11,6
3306,72,2400000.0,28,3,3,72.0,71.0,66.0,77.0,36.0,64,69,59,73,59,78,70,52,60,76,68,76,73,69,82,74,39,64,74,78,39,34,70,65,59,78,32,36,25,8,9,11,9,12
3307,72,2400000.0,28,4,3,68.0,72.0,59.0,68.0,27.0,55,75,76,67,67,68,56,53,44,72,60,74,66,68,47,72,58,58,87,65,78,23,73,64,67,66,17,25,20,7,7,9,15,13
3308,72,2100000.0,28,3,3,81.0,64.0,65.0,70.0,65.0,69,60,61,65,55,68,66,69,59,71,83,80,76,67,81,74,84,88,70,67,59,68,63,63,67,67,65,63,64,12,13,9,13,16
3309,72,2100000.0,28,3,2,48.0,47.0,73.0,65.0,63.0,70,37,46,75,34,59,62,68,78,67,53,43,71,73,85,57,71,78,69,61,82,68,49,72,50,74,66,64,61,14,9,15,10,9
3310,72,2300000.0,29,3,3,65.0,67.0,68.0,70.0,71.0,59,66,75,72,55,71,52,68,69,72,67,63,64,72,65,76,60,81,74,70,80,74,68,71,47,72,66,72,69,15,8,12,7,14
3311,72,2300000.0,29,3,3,82.0,66.0,68.0,75.0,34.0,68,63,47,70,58,76,70,58,61,72,86,78,86,65,87,72,65,50,31,66,43,35,73,71,70,64,30,33,32,13,12,12,10,9
3312,72,2300000.0,28,3,3,69.0,59.0,73.0,73.0,60.0,64,50,51,76,56,69,74,71,77,74,73,65,83,72,79,68,50,75,57,68,62,64,65,75,67,77,61,60,57,10,15,10,8,11
3313,72,2400000.0,28,3,3,53.0,56.0,66.0,65.0,72.0,58,46,76,68,43,63,68,68,70,68,54,52,59,70,56,76,53,65,77,64,76,72,41,64,60,77,73,71,71,11,14,6,9,9
3314,72,2700000.0,26,3,3,71.0,40.0,61.0,69.0,70.0,72,30,63,68,39,68,54,39,61,70,71,71,68,69,71,57,73,72,61,40,72,70,53,44,47,69,70,72,71,5,5,5,5,5
3315,72,2300000.0,29,3,3,58.0,71.0,61.0,66.0,37.0,46,74,77,69,66,65,48,35,59,68,48,67,63,74,51,71,69,78,88,63,78,32,76,72,72,73,45,25,20,11,16,11,12,8
3316,72,2800000.0,26,4,3,78.0,67.0,68.0,74.0,61.0,74,64,44,67,50,77,74,65,60,72,77,78,75,68,75,73,50,75,61,70,56,62,68,68,68,65,63,66,54,13,16,13,10,6
3317,72,1600000.0,32,3,3,67.0,64.0,64.0,70.0,69.0,51,62,69,74,31,70,42,37,70,73,65,68,59,70,76,74,74,81,73,71,74,69,60,65,48,72,67,72,70,9,11,14,9,12
3318,72,1900000.0,30,2,2,66.0,52.0,59.0,61.0,72.0,68,49,71,72,44,55,46,43,60,66,66,66,62,69,64,62,78,66,73,47,82,72,61,35,48,67,74,73,68,15,14,9,13,11
3319,72,3100000.0,25,3,3,75.0,62.0,72.0,77.0,65.0,69,61,55,73,58,75,73,62,72,76,82,70,90,66,84,66,78,77,58,62,71,68,66,76,59,71,64,68,67,13,12,6,7,13
3320,72,2200000.0,30,3,3,63.0,64.0,72.0,74.0,66.0,71,60,51,74,59,72,66,64,71,74,62,63,80,70,79,70,49,76,66,68,70,69,67,72,61,71,67,68,66,6,11,11,11,10
3321,72,2500000.0,27,3,3,76.0,72.0,48.0,70.0,27.0,36,80,70,56,52,71,49,37,43,69,78,74,70,71,77,72,87,69,78,59,53,14,74,51,67,67,31,19,17,16,12,9,13,11
3322,72,2400000.0,28,2,2,55.0,73.0,50.0,60.0,34.0,31,75,79,63,64,59,46,31,43,68,46,62,46,72,34,83,52,59,92,63,78,23,73,58,62,72,26,38,21,14,10,15,11,15
3323,72,1600000.0,31,3,2,42.0,28.0,51.0,53.0,71.0,26,23,74,71,30,44,24,25,70,63,47,37,55,67,48,40,71,83,91,20,79,75,39,42,34,67,70,71,65,10,16,15,10,12
3324,72,2400000.0,28,3,3,72.0,72.0,50.0,72.0,26.0,37,74,68,65,66,69,67,38,35,73,74,71,75,74,74,70,77,69,74,69,64,24,76,47,69,77,15,26,22,12,10,7,7,14
3325,72,1100000.0,34,4,3,77.0,71.0,69.0,69.0,51.0,70,70,66,68,68,69,72,72,65,71,78,77,73,76,50,75,71,73,86,73,74,56,73,70,65,58,54,46,36,13,8,11,8,8
3326,72,2100000.0,28,4,3,80.0,65.0,64.0,71.0,66.0,71,65,61,67,60,72,63,63,59,68,78,82,77,66,74,68,89,88,80,64,68,68,67,58,62,63,69,64,62,13,13,7,9,13
3327,72,2000000.0,29,3,3,72.0,60.0,66.0,65.0,72.0,65,54,68,70,62,63,66,68,67,68,70,73,64,63,66,72,77,83,80,66,72,70,53,59,50,64,74,74,67,11,13,7,11,10
3328,72,2400000.0,28,4,4,66.0,71.0,70.0,74.0,50.0,61,68,53,74,66,76,76,62,71,77,67,65,64,62,66,78,32,54,77,75,48,44,73,72,56,76,51,53,43,12,11,13,12,11
3329,72,2500000.0,27,4,3,84.0,71.0,67.0,72.0,37.0,66,68,43,67,64,70,67,65,65,71,82,86,82,69,82,78,73,77,60,74,48,28,68,68,59,67,45,35,34,9,16,13,12,9
3330,72,2700000.0,26,2,3,74.0,69.0,73.0,71.0,68.0,71,67,63,74,64,69,74,74,70,75,76,73,75,70,68,71,75,75,73,72,63,67,74,75,69,70,67,72,70,11,15,16,10,9
3331,72,2600000.0,26,4,3,62.0,74.0,61.0,66.0,36.0,48,74,71,69,62,64,60,35,58,72,58,65,60,68,49,76,67,86,91,72,86,30,76,67,76,76,38,30,22,10,14,7,16,14
3332,72,2500000.0,27,3,3,75.0,52.0,63.0,67.0,70.0,56,45,55,72,26,64,55,58,69,69,73,76,66,69,68,65,68,78,71,63,80,75,34,54,57,71,69,73,71,7,7,13,12,11
3333,72,1900000.0,31,3,3,85.0,66.0,68.0,72.0,44.0,73,64,46,69,63,72,66,67,63,71,86,85,80,63,76,70,67,75,65,68,62,38,70,68,61,58,56,38,39,14,10,7,16,11
3334,72,2100000.0,28,2,2,75.0,45.0,57.0,62.0,71.0,67,38,53,66,50,59,46,27,53,62,69,79,66,70,68,55,72,66,63,43,71,72,46,45,60,61,73,74,74,12,14,11,8,8
3335,72,2100000.0,28,3,3,67.0,40.0,65.0,65.0,71.0,72,30,68,71,39,68,64,42,69,68,65,69,47,73,42,61,32,65,88,36,78,70,61,52,44,73,71,74,70,11,9,12,13,13
3336,72,2000000.0,29,3,2,55.0,36.0,49.0,51.0,74.0,34,30,74,63,30,40,35,27,63,58,62,50,56,68,53,57,81,74,78,35,68,74,30,38,31,71,75,75,72,15,10,11,6,9
3337,72,2300000.0,28,4,3,62.0,69.0,71.0,74.0,57.0,67,68,46,75,54,74,65,57,70,75,65,59,73,74,69,73,50,77,61,70,58,58,64,75,82,68,59,58,57,9,12,15,14,7
3338,72,3400000.0,24,4,4,68.0,72.0,72.0,73.0,52.0,69,73,60,73,78,72,73,72,70,74,70,67,78,71,73,73,72,71,57,69,67,58,75,74,68,77,45,52,50,8,6,6,14,14
3339,72,2400000.0,28,2,2,52.0,57.0,63.0,60.0,70.0,62,52,72,67,38,57,67,60,63,63,49,55,64,67,55,70,80,62,83,64,79,68,49,55,58,66,69,73,70,9,12,12,11,11
3340,72,1700000.0,31,4,3,73.0,60.0,65.0,71.0,69.0,74,62,62,71,48,71,70,52,57,73,72,73,70,66,72,61,53,64,63,59,61,68,65,55,58,62,65,75,73,14,13,7,14,9
3341,72,2000000.0,28,2,1,69.0,54.0,58.0,64.0,56.0,15,14,16,26,12,12,17,13,21,20,37,38,39,74,33,47,66,30,76,14,20,15,13,12,23,28,14,13,12,71,64,63,73,77
3342,72,2900000.0,26,5,3,78.0,65.0,70.0,75.0,44.0,68,65,40,73,55,73,63,68,64,75,74,81,87,70,85,70,73,87,60,65,38,45,66,71,60,66,47,42,44,15,10,9,9,12
3343,72,3100000.0,26,4,3,80.0,70.0,70.0,74.0,40.0,67,72,34,71,65,72,76,76,68,74,83,78,81,70,84,69,85,68,65,73,42,38,67,68,60,64,40,44,38,14,12,12,14,6
3344,72,2500000.0,26,3,3,68.0,49.0,64.0,68.0,71.0,70,35,66,69,50,68,68,55,64,68,67,68,70,67,65,69,52,71,64,56,75,71,60,50,49,65,72,72,72,15,7,6,10,9
3345,72,2400000.0,28,3,4,68.0,66.0,70.0,74.0,36.0,64,66,46,74,45,74,60,56,72,76,69,68,73,71,74,71,52,64,60,70,42,24,70,74,56,68,43,35,31,14,16,14,15,16
3346,72,2800000.0,26,2,4,82.0,73.0,66.0,75.0,33.0,66,70,62,66,66,75,75,61,64,76,81,82,82,66,72,77,73,70,65,78,52,39,68,64,70,67,30,24,32,16,15,9,6,11
3347,72,2400000.0,27,3,2,39.0,56.0,59.0,58.0,74.0,48,41,52,64,42,60,49,49,70,70,40,39,30,54,34,76,32,76,88,78,75,77,32,58,61,53,76,77,74,8,15,9,9,7
3348,72,2100000.0,28,3,3,48.0,60.0,70.0,68.0,70.0,67,48,70,73,60,70,71,70,72,73,45,50,54,69,50,72,58,68,87,71,70,71,65,65,72,71,72,68,70,11,11,6,15,10
3349,72,2700000.0,27,3,3,68.0,60.0,71.0,72.0,67.0,67,48,64,73,44,70,71,72,73,70,73,64,80,74,77,78,79,84,56,71,84,73,56,70,81,69,65,66,66,11,14,14,10,12
3350,72,1200000.0,33,3,3,65.0,60.0,67.0,66.0,68.0,58,49,57,72,66,65,71,56,67,70,68,63,63,71,67,75,79,70,73,68,76,73,58,70,53,60,64,74,66,8,14,12,6,14
3351,72,2500000.0,26,3,3,71.0,65.0,71.0,72.0,66.0,70,61,48,71,68,70,71,70,68,72,73,69,80,67,83,73,33,85,56,69,47,66,66,72,42,67,67,69,67,10,11,13,7,15
3352,72,2700000.0,27,3,2,67.0,46.0,56.0,58.0,72.0,50,40,71,66,44,55,37,37,60,59,66,68,61,59,65,54,82,71,74,53,80,72,49,49,48,63,71,74,73,11,6,14,7,15
3353,72,2000000.0,31,3,3,72.0,71.0,57.0,74.0,24.0,50,74,72,67,75,73,68,69,34,74,72,72,78,74,78,70,77,63,54,61,81,19,76,60,71,70,21,15,18,9,15,15,11,12
3354,72,2700000.0,26,3,3,55.0,70.0,71.0,75.0,70.0,68,66,68,75,70,76,68,64,73,78,55,55,72,72,68,80,66,53,70,74,74,70,74,70,52,72,68,72,70,11,7,5,12,14
3355,72,2300000.0,27,3,3,75.0,61.0,70.0,72.0,69.0,72,53,70,70,54,73,72,71,63,71,74,75,72,66,80,79,78,72,55,67,80,67,60,72,40,64,68,70,70,10,6,6,11,11
3356,72,2700000.0,27,3,3,52.0,75.0,60.0,68.0,30.0,62,74,79,63,73,70,66,67,47,71,52,52,58,70,46,81,67,69,85,72,80,31,74,61,75,73,11,34,22,13,10,16,11,13
3357,72,2300000.0,29,4,3,74.0,69.0,69.0,72.0,42.0,67,70,55,71,58,74,76,80,66,71,75,74,76,68,72,67,62,76,66,68,42,27,68,65,74,64,58,36,25,16,13,9,15,7
3358,72,975000.0,32,3,2,53.0,40.0,57.0,60.0,73.0,50,36,63,74,37,55,33,36,69,70,55,52,43,69,54,55,78,75,81,35,55,76,26,34,51,66,69,78,74,11,8,16,7,15
3359,72,2300000.0,29,2,3,75.0,68.0,71.0,72.0,46.0,74,67,60,68,70,70,84,74,72,72,76,75,79,67,81,72,79,79,62,70,59,53,71,70,50,67,44,41,42,8,10,15,10,9
3360,72,2800000.0,26,4,3,85.0,71.0,64.0,75.0,18.0,66,71,44,68,75,75,74,70,44,72,86,85,83,69,86,79,59,68,63,65,63,12,68,67,65,64,20,14,12,8,7,14,14,7
3361,72,1600000.0,31,3,2,59.0,48.0,59.0,62.0,72.0,56,42,69,64,33,59,52,57,67,65,52,65,60,64,56,65,73,67,81,51,72,71,43,47,36,69,70,75,72,8,7,14,11,9
3362,72,2300000.0,29,3,3,79.0,74.0,65.0,69.0,38.0,64,73,71,68,65,68,69,68,53,71,74,83,65,73,76,85,82,66,84,71,82,31,72,69,69,69,39,34,23,12,9,7,14,8
3363,72,2300000.0,30,3,3,57.0,72.0,64.0,66.0,38.0,52,74,73,68,69,65,65,56,65,70,60,55,58,77,52,73,73,70,80,67,65,38,77,69,71,71,38,30,23,16,11,15,12,16
3364,72,2400000.0,28,4,4,91.0,70.0,63.0,74.0,37.0,71,69,64,62,66,72,67,73,61,74,91,91,91,66,80,77,84,79,56,69,54,39,68,53,62,68,38,27,29,8,15,11,11,15
3365,72,2700000.0,26,2,3,77.0,68.0,72.0,69.0,65.0,74,64,45,71,53,68,80,75,69,70,78,77,70,69,70,82,84,86,73,69,68,66,67,69,59,70,69,66,63,14,12,14,11,11
3366,72,4500000.0,24,3,3,79.0,46.0,63.0,72.0,69.0,64,41,66,67,41,74,42,38,66,73,78,80,70,69,69,62,71,69,66,36,63,68,66,62,50,63,64,74,69,12,11,8,13,9
3367,72,1100000.0,34,3,3,65.0,73.0,50.0,65.0,33.0,36,75,76,64,67,67,51,40,43,67,64,65,60,65,47,77,63,55,87,65,78,20,75,48,78,68,41,25,19,10,14,15,9,8
3368,72,2800000.0,26,4,4,70.0,70.0,70.0,78.0,47.0,70,70,50,70,65,80,72,73,65,76,72,68,80,65,86,75,85,68,62,68,37,49,69,70,66,70,35,55,48,12,6,12,11,11
3369,72,2800000.0,26,5,3,76.0,67.0,68.0,72.0,36.0,72,65,54,70,67,73,62,62,65,71,78,75,74,67,72,72,55,71,57,67,33,25,68,67,67,74,45,32,24,13,10,7,13,9
3370,72,1400000.0,33,4,3,63.0,67.0,72.0,70.0,61.0,67,62,44,75,65,67,67,67,74,70,63,63,82,72,77,75,72,91,59,70,77,62,70,73,68,72,64,63,58,9,13,10,8,14
3371,72,2600000.0,26,3,4,74.0,65.0,70.0,79.0,34.0,71,58,45,69,69,78,82,75,65,77,79,69,86,78,90,70,61,45,41,73,67,34,67,72,64,73,36,31,26,7,8,7,9,12
3372,72,2500000.0,26,4,2,54.0,48.0,64.0,66.0,71.0,52,42,64,73,46,64,49,40,68,70,53,55,63,66,65,57,80,83,75,55,74,69,43,66,51,64,73,73,69,8,13,12,15,8
3373,72,1600000.0,31,3,2,51.0,49.0,48.0,50.0,71.0,24,38,75,65,55,38,28,60,60,61,52,51,54,68,57,73,75,69,87,53,75,66,26,36,44,66,70,74,72,8,16,9,15,8
3374,72,2300000.0,29,3,2,51.0,73.0,55.0,67.0,42.0,50,77,80,65,69,66,63,49,49,74,47,54,67,65,34,69,82,77,90,69,75,32,76,46,67,60,35,43,40,10,14,15,11,12
3375,72,2000000.0,29,2,2,64.0,39.0,61.0,60.0,72.0,55,34,68,64,36,57,36,51,71,61,67,62,69,64,55,55,77,71,85,30,71,69,51,64,41,58,73,75,72,15,13,14,14,10
3376,72,2400000.0,28,4,4,78.0,69.0,70.0,73.0,43.0,73,69,68,71,68,71,69,68,66,72,76,80,82,74,73,72,74,71,69,65,64,38,75,69,75,72,44,39,35,14,7,7,7,14
3377,72,2800000.0,25,3,3,81.0,68.0,67.0,74.0,48.0,67,65,54,67,64,76,77,72,63,73,79,82,74,72,68,74,66,68,73,70,57,54,71,68,58,69,43,48,49,10,16,13,15,9
3378,72,2500000.0,27,4,3,82.0,70.0,64.0,75.0,33.0,65,71,45,66,62,73,71,66,57,74,86,78,88,64,88,75,71,68,60,70,32,26,69,63,57,64,34,32,32,15,12,11,9,14
3379,72,2300000.0,29,5,3,60.0,68.0,70.0,74.0,64.0,60,69,55,78,59,73,65,65,68,73,62,59,83,74,78,71,43,86,64,66,58,66,71,70,58,74,66,65,55,8,11,7,15,13
3380,72,2400000.0,27,3,3,61.0,45.0,66.0,65.0,69.0,63,41,52,70,35,60,59,55,66,69,67,56,70,69,73,54,61,84,77,43,85,71,57,66,41,70,73,70,67,6,13,15,11,11
3381,72,2200000.0,26,3,1,69.0,54.0,58.0,64.0,56.0,18,17,15,45,19,22,14,13,40,24,41,43,39,69,52,46,64,36,57,16,36,23,15,35,24,54,14,16,15,67,74,61,73,72
3382,72,2500000.0,27,2,4,54.0,72.0,74.0,75.0,34.0,74,69,61,75,69,76,75,73,71,76,58,51,70,66,69,80,51,63,75,75,59,30,68,73,69,76,29,33,31,7,7,16,13,16
3383,72,3100000.0,26,3,3,63.0,62.0,65.0,67.0,73.0,64,58,70,68,45,67,63,58,66,68,64,62,62,72,63,69,78,81,74,68,74,72,59,64,64,66,74,74,71,14,8,11,8,14
3384,72,2300000.0,28,3,3,70.0,64.0,70.0,72.0,69.0,60,60,45,77,50,72,68,49,70,73,71,69,69,64,83,75,46,88,70,65,80,72,62,73,74,70,74,72,64,13,13,11,12,9
3385,72,2100000.0,27,4,1,69.0,54.0,58.0,64.0,56.0,16,14,17,33,15,19,14,15,35,25,33,48,35,64,50,53,63,24,67,19,21,25,15,58,19,58,15,18,18,72,69,71,74,74
3386,72,1900000.0,31,3,3,74.0,66.0,68.0,74.0,40.0,70,67,41,69,61,76,70,63,63,75,75,73,72,68,68,68,42,71,66,63,51,38,69,69,60,68,36,46,36,9,8,7,12,12
3387,72,2700000.0,27,3,3,68.0,64.0,68.0,72.0,67.0,62,60,60,72,62,69,64,58,70,73,66,70,76,75,78,70,71,83,71,71,72,70,67,71,47,73,68,68,65,10,7,11,10,11
3388,72,2900000.0,26,4,2,89.0,69.0,50.0,68.0,33.0,41,73,65,56,54,68,52,32,41,68,87,91,73,67,61,72,72,77,83,60,64,17,77,60,62,61,37,32,28,11,15,9,9,14
3389,72,750000.0,34,4,2,70.0,38.0,62.0,62.0,72.0,62,33,71,69,35,57,39,39,69,65,62,76,68,71,62,45,90,71,72,31,73,72,55,55,59,71,72,73,74,9,12,9,7,14
3390,72,2700000.0,27,3,2,85.0,71.0,56.0,68.0,33.0,44,76,64,61,67,66,44,36,54,70,84,86,72,68,54,70,84,70,76,63,53,33,76,67,66,72,31,28,23,14,11,6,13,9
3391,72,2600000.0,26,2,2,58.0,35.0,56.0,62.0,75.0,49,31,66,66,30,56,46,38,60,69,63,53,56,72,68,50,72,53,68,28,67,74,47,49,32,64,76,78,75,15,9,16,7,12
